Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Rannikkoseutu;0782-5544;;2017 - 2019;1948 - 2019;"4;17 %";236;4576;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5544;;;;;;;;;
Rantalakeus;1236-5602;;2016 - 2019;1976 - 2019;"9;09 %";135;4568;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-5602;;;;;;;;;
Paikallislehti Sisä-Savo;1798-3452;;2016 - 2019;2009 - 2019;"36;36 %";286;4544;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-3452;;;;;;;;;
Rajavahti;fk10401;1906 - 1914;;1906 - 1914;"100;00 %";1142;4539;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10401;sosialistinen;;;;2;sosialistisk;socialistic;;
Koti-Lappi;2243-1152;;2016 - 2019;2012 - 2019;"50;00 %";138;4532;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-1152;;;;;;;;;
Helsingfors-Posten;fk10091;1902 - 1905;;1902 - 1905;"100;00 %";1165;4525;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10091;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Teisko-Aitolahti;1457-8999;1925 - 1929;"1930 - 1937; 2015 - 2019";1925 - 2019;"18;95 %";839;4474;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-8999;;;;;;;;;
Morgonbladet;1457-4373;1845 - 1855;;1844 - 1855;"91;67 %";1106;4439;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4373;-;;kulttuuri- ja uutislehti;;1;-;-;;
ANK : kaupunkilehti Ankkuri;2489-5288;;2017 - 2019;2017 - 2019;"100;00 %";192;4400;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-5288;-;;ilmaisjakelulehti;;4;-;-;;
Jaakkiman Sanomat;fk10135;1920 - 1929;1930 - 1940;1920 - 1960;"51;22 %";1039;4392;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10135;puolueeton;;paikallislehti;;1;partilös;non-partisan;;
Pohjankyrö-lehti;0782-6656;;2016 - 2019;1950 - 2019;"5;71 %";341;4364;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6656;;;;;;;;;
Keski-Häme;0782-5366;;2016 - 2019;1956 - 2019;"6;25 %";160;4324;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5366;;;;;;;;;
Koitar;1458-0748;1899 - 1907;;1899 - 1907;"100;00 %";1080;4318;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0748;"nuorsuomalainen; perustuslaillinen";;ei jyrkkää poliittista kirjoittelua;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;no sharp political writing
Mikkelin Kaupunkilehti;fk15573;;2016 - 2019;1984 - 2019;"11;11 %";175;4312;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk15573;;;;;;;;;
Ykköslohja;0786-6402;;2016 - 2019;1988 - 2019;"12;50 %";164;4304;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0786-6402;;;;;;;;;
Hämeen Maa;fk10104;1922 - 1929;;1922 - 1929;"100;00 %";999;4280;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10104;maalaisliittolainen;;;;1;agrarpartist;Agrarian party;;
Kirkkonummen Sanomat;0782-6044;;2016 - 2019;1967 - 2019;"7;55 %";243;4276;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6044;;;;;;;;;
Järviseutu;0782-5978;;"1937 - 1939; 1941 - 1942; 2015 - 2019";1937 - 2019;"12;05 %";358;4262;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5978;;;;;;;;;
Ikaalinen;fk10110;1913 - 1929;1930 - 1934;1913 - 1934;"100;00 %";1043;4184;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10110;-;;paikallislehti;;1;-;-;;
Puruvesi;0356-2514;;2016 - 2019;1964 - 2019;"7;14 %";168;4180;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-2514;;;;;;;;;
Wiipurin Sanomat. Supistus;1458-2724;1901 - 1909;;1901 - 1909;"100;00 %";1031;4173;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2724;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Kyrönmaa-lehti;1795-6226;;2016 - 2019;2005 - 2019;"26;67 %";341;4144;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1795-6226;;;;;;;;;
Seutu-Sanomat;0788-2556;;2016 - 2019;1989 - 2019;"12;90 %";160;4144;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0788-2556;;;;;;;;;
Viikkosavo;0356-3642;;2016 - 2019;1972 - 2019;"8;33 %";176;4140;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-3642;;;;;;;;;
Mäntsälän Uutiset;1458-8072;;2016 - 2019;1994 - 2019;"15;38 %";169;4128;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8072;;;;;;;;;
Kurikka-lehti;1795-9748;;2016 - 2019;1976 - 2019;"9;09 %";330;4120;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1795-9748;;;;;;;;;
Hangö-Bladet;fk10073;1908 - 1914;;1908 - 1914;"100;00 %";1145;4081;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10073;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Orimattilan Sanomat;1236-6609;;2016 - 2019;1986 - 2019;"11;76 %";431;4068;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-6609;;;;;;;;;
Sisä-Suomen Lehti;0356-3103;;2016 - 2019;1960 - 2019;"6;67 %";180;4064;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-3103;;;;;;;;;
Åbo Tidning;1457-4780;1800 - 1810;;1800 - 1809;"100;00 %";993;4044;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4780;epäpoliittinen;;;;1;opolitisk;apolitical;;
Vekkari;fk17309;;2016 - 2019;1982 - 2019;"10;53 %";174;4032;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk17309;;;;;;;;;
Koillis-Savo;1236-8407;;2016 - 2019;1963 - 2019;"7;02 %";172;4020;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-8407;;;;;;;;;
Jakobstad;fk10136;1905 - 1915;;1905 - 1915;"100;00 %";1009;4006;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10136;"puolueeton; perustuslaillinen; liberaali";;;;1;"opolitisk; konstitutionel; liberal";"apolitical; constitutional; liberal";;
Kyminlaakso;fk10243;1906 - 1916;;1906 - 1916;"100;00 %";1016;3993;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10243;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Laukaa-Konnevesi;fk14728;;2016 - 2019;1964 - 2019;"7;14 %";177;3984;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14728;;;;;;;;;
Parikkalan-Rautjärven Sanomat;1796-9875;;2016 - 2019;2007 - 2019;"30;77 %";226;3980;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1796-9875;;;;;;;;;
Kauhajoki-lehti;1799-6155;;2016 - 2019;2011 - 2019;"44;44 %";304;3964;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1799-6155;;;;;;;;;
Hollolan Sanomat;fk20050103;;2016 - 2018;2004 - 2019;"18;75 %";129;3936;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk20050103;;;;;;;;;
Itä-Karjala;fk10123;1896 - 1906;;1896 - 1906;"100;00 %";989;3925;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10123;vanhasuomalainen;1896 - 1905;;;1;gammalfinsk;Old Finnish Party;;
Itä-Karjala;fk10123;1896 - 1906;;1896 - 1906;"100;00 %";989;3925;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10123;"nuorsuomalainen; perustuslaillinen";1906;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Janakkalan sanomat;1797-0741;;2016 - 2019;2007 - 2019;"30;77 %";178;3908;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1797-0741;;;;;;;;;
Lempäälän-Vesilahden Sanomat;0789-8096;;2017 - 2019;1976 - 2019;"6;82 %";112;3900;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8096;;;;;;;;;
Soisalon Seutu;fk16098;;2016 - 2019;1979 - 2019;"9;76 %";175;3896;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk16098;;;;;;;;;
Turun Tienoo;0782-5986;;2016 - 2019;1954 - 2019;"6;06 %";258;3896;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5986;;;;;;;;;
Akaan Seutu;1239-4343;;2017 - 2019;1996 - 2019;"12;50 %";125;3888;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1239-4343;;;;;;;;;
Oriveden Sanomat;0789-8126;;"1933 - 1935; 2017 - 2019";1933 - 2019;"6;90 %";280;3862;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8126;;;;;;;;;
Torstai-lehti;fk990274;;2015 - 2019;1998 - 2019;"22;73 %";204;3860;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk990274;;;;;;;;;
Suomen Julkisia Sanomia;1457-4667;1856 - 1865;;1856 - 1865;"100;00 %";909;3827;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4667;-;;virallinen lehti;;1;-;-;;
Borgå Nya Tidning;fk10023;1892 - 1901;;1892 - 1901;"100;00 %";1021;3818;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10023;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Borgå Nya Tidning;fk10023;1892 - 1901;;1892 - 1901;"100;00 %";1021;3818;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10023;perustuslaillinen;1900 - 1901;;;1;konstitutionell;constitutional;;
Viitasaaren Seutu;0356-1410;;2015 - 2019;1971 - 2019;"10;20 %";201;3816;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1410;;;;;;;;;
Savon Kansa;fk10437;1918 - 1923;;1918 - 1923;"100;00 %";934;3810;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10437;kommunistinen;;;;1;kommunistisk;communist;;
Kiuruvesi;0359-6087;;2016 - 2019;1953 - 2019;"5;97 %";173;3796;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-6087;;;;;;;;;
Hämeenkyrön Sanomat;0789-662X;1922 - 1929;1930 - 1939;1922 - 2019;"18;37 %";924;3795;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-662X;;;;;;;;;
Pohjan Kansa;fk10354;1919 - 1922;;1919 - 1922;"100;00 %";932;3782;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10354;sosialistinen;;vasemmistososialistinen;;1;sosialistisk;socialistic;;
Kymenlaakson Sanomat;fk10239;1927 - 1929;1930 - 1934;1927 - 1934;"100;00 %";947;3778;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10239;edistyspuoluelainen;;;;1;progress parti;National Progressive Party;;
Lieksan Lehti;0782-6397;;2017 - 2019;1954 - 2019;"4;55 %";250;3760;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6397;;;;;;;;;
Uusi Rovaniemi;1235-6085;;2017 - 2018;1980 - 2019;"5;00 %";156;3760;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-6085;;;;;;;;;
Sampo;0782-5919;;2015 - 2019;1943 - 2019;"6;49 %";201;3756;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5919;;;;;;;;;
Lounais-Lappi;1456-3436;;2017 - 2018;1997 - 2019;"8;70 %";157;3732;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1456-3436;;;;;;;;;
Kotkan Uutiset;fk10225;1897 - 1906;;1897 - 1906;"100;00 %";943;3717;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10225;puolueeton;1897 - 1905;;;4;partilös;non-partisan;;
Kotkan Uutiset;fk10225;1897 - 1906;;1897 - 1906;"100;00 %";943;3717;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10225;"ruotsinmielinen; perustuslaillinen";1897 - 1905;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Kotkan Uutiset;fk10225;1897 - 1906;;1897 - 1906;"100;00 %";943;3717;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10225;nuorsuomalainen;1906;;;1;ungfinsk;Young Finnish Party;;
Länsisuomen Työmies;fk10276;1898 - 1906;;1898 - 1906;"100;00 %";926;3700;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10276;sosialistinen;;;;2;sosialistisk;socialistic;;
Kuopion Kaupunkilehti;1458-3348;;2015 - 2019;2001 - 2019;"26;32 %";173;3692;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-3348;;;;;;;;;
Komiat;1798-1026;;2016 - 2019;2009 - 2019;"36;36 %";174;3660;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-1026;;;;;;;;;
Karjalan Suunta;fk10193;;1933 - 1939;1933 - 1939;"100;00 %";803;3645;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10193;IKL:läinen;;;;1;patriotisk folkrörelse;patriotic mass movement;;
Seutulehti uutisOiva;2243-2396;;2017 - 2019;2012 - 2019;"37;50 %";121;3644;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-2396;;;;;;;;;
Pohjois-Karjala;fk10368;1899 - 1906;;1899 - 1906;"100;00 %";911;3642;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10368;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Ilmajoki-lehti;0786-5511;;2016 - 2019;1956 - 2019;"6;25 %";311;3640;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0786-5511;;;;;;;;;
Nivala;fk15603;;2017 - 2019;1949 - 2019;"4;23 %";126;3640;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk15603;;;;;;;;;
Matti ja Liisa;0356-2328;;2015 - 2019;1970 - 2019;"10;00 %";204;3628;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-2328;;;;;;;;;
Toijalan Sanomat;fk14780;1916 - 1929;1930 - 1934;1916 - 1948;"57;58 %";912;3620;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14780;-;;paikallislehti;;1;-;-;;
Pogostan Sanomat;0782-5765;;2016 - 2019;1966 - 2019;"7;41 %";226;3612;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5765;;;;;;;;;
Suupohjan Sanomat;0787-6742;;"1933 - 1934; 2016 - 2019";1933 - 2019;"6;90 %";323;3594;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0787-6742;;;;;;;;;
Käkisalmen Suomalainen;fk10248;1907 - 1916;;1907 - 1916;"100;00 %";901;3584;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10248;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Lähilehti;1457-7149;;2015 - 2019;2000 - 2019;"25;00 %";228;3580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-7149;;;;;;;;;
Tekniikka & Talous;0785-997X;;2016 - 2019;1988 - 2019;"12;50 %";139;3560;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0785-997X;;;;;;;;;
"Viispiikkinen : Karstula; Kannonkoski; Kivijärvi; Kyyjärvi; Pylkönmäki";2243-3228;;2016 - 2019;2008 - 2019;"33;33 %";175;3540;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-3228;;;;;;;;;
Siikajokilaakso;0787-4987;;2016 - 2019;1966 - 2019;"7;41 %";137;3524;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0787-4987;;;;;;;;;
Haapavesi-lehti : Haapaveden paikallislehti;2341-7684;;2016 - 2019;2011 - 2019;"44;44 %";174;3520;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2341-7684;;;;;;;;;
Vapaa Sana;fk14855;1920 - 1923;;1920 - 1923;"100;00 %";857;3510;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14855;Suomen sosialistisen työväenpuolueen äänenkannattaja;;;;1;Finsk sosialistisk arbetarparti;Finnish Sosialistic Labour Party main mouthpiece;;
Työn Ääni;fk14810;1924 - 1929;1930;1924 - 1930;"100;00 %";825;3508;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14810;kommunistinen;;;;1;kommunistisk;communist;;
Pitäjäläinen;1236-8652;;2016 - 2019;1981 - 2019;"10;26 %";177;3488;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-8652;;;;;;;;;
Sipoon Sanomat;0358-1683;;2016 - 2019;1980 - 2019;"10;00 %";168;3484;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-1683;;;;;;;;;
Orimattilan aluelehti;1459-0689;;2016 - 2018;2002 - 2019;"16;67 %";116;3468;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1459-0689;;;;;;;;;
Kotka;1458-1825;1882 - 1898;;1882 - 1898;"100;00 %";871;3463;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-1825;puolueeton;;;;1;partilös;non-partisan;;
Tidningar Utgifne af et Sällskap i Åbo;1457-4756;"1771 - 1778; 1782 - 1785";;1771 - 1785;"80;00 %";397;3462;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4756;-;;"kirjallinen; akateeminen; historiallinen ja maantieteellinen lehti";;1;-;-;;
Kotiseutu-uutiset;0782-5625;;2016 - 2019;1966 - 2019;"7;41 %";176;3428;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5625;;;;;;;;;
Länsi-Uusimaa ilta;2343-3388;;2015 - 2018;2015 - 2019;"80;00 %";124;3420;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-3388;;;;;;;;;
Program-bladet : tidning för Helsingfors teatrar och konserter;fk09410;1894 - 1901;;1892 - 1916;"32;00 %";848;3396;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk09410;;;;;;;;;
KS keskiviikko;2489-4869;;2017 - 2019;2017 - 2019;"100;00 %";99;3388;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-4869;-;;tapahtuma- ja uutiskoostelehti;;4;-;-;;
Lopen Lehti;1455-4348;;2015 - 2019;1936 - 2019;"5;95 %";196;3380;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1455-4348;;;;;;;;;
Uleåborgsbladet;fk14819;1891 - 1900;;1891 - 1900;"100;00 %";840;3367;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14819;kielipoliittisesti liberaali;;;;4;liberal i språkpolitisk;liberal in language policy;;
Uleåborgsbladet;fk14819;1891 - 1900;;1891 - 1900;"100;00 %";840;3367;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14819;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Outokummun Seutu;0357-1386;;2016 - 2019;1968 - 2019;"7;69 %";178;3356;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-1386;;;;;;;;;
Karkkilalainen;1235-4929;;2016 - 2019;1992 - 2019;"14;29 %";163;3308;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-4929;;;;;;;;;
Länsi-Saimaan Sanomat;1798-6036;;2016 - 2019;2010 - 2019;"40;00 %";201;3292;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-6036;;;;;;;;;
Österbottens Bondetidning;fk14911;1926 - 1929;1930 - 1932;1926 - 1932;"100;00 %";823;3290;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14911;RKP:n Bondeförbundet;;;;1;Svenska folkpartiet i Finland's Bondeförbundet;Swedish People's Party peasantgroup;;
Pirkkalainen;fk11759;;2016 - 2019;1961 - 2019;"6;78 %";169;3232;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk11759;;;;;;;;;
Tervareitti;0789-8142;;2017 - 2019;1962 - 2019;"5;17 %";235;3216;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8142;;;;;;;;;
Annonsbladet för Kimitoön = Ilmoituslehti Kemiönsaaren asialla;2343-5380;;2016 - 2019;2016 - 2019;"100;00 %";168;3184;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-5380;-;;paikallinen ilmoituslehti;;;-;-;;
Vaarojen Sanomat;1236-7796;;2016 - 2019;1969 - 2019;"7;84 %";177;3180;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-7796;;;;;;;;;
Heinolan Sanomat;fk10080;1905 - 1912;;1905 - 1912;"100;00 %";789;3160;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10080;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Rauman Lehti;fk10406;1924 - 1929;1930;1924 - 1930;"100;00 %";776;3154;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10406;edistyspuoluelainen;;;;1;progress parti;National Progressive Party;;
Wiborg;1457-4837;1855 - 1861;;1855 - 1861;"100;00 %";787;3152;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4837;liberaali;;;;1;liberal;liberal;;
Pielisjokiseutu;0357-6906;;2016 - 2019;1963 - 2019;"7;02 %";178;3136;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-6906;;;;;;;;;
Raja-Karjala;fk10400;1906 - 1912;;1906 - 1912;"100;00 %";783;3112;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10400;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Vartti : Etelä-Karjala;2243-2663;;2016 - 2018;2008 - 2019;"25;00 %";163;3084;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-2663;;;;;;;;;
Pieksämäen Sanomat;fk10342;1925 - 1929;1930 - 1937;1925 - 1951;"48;15 %";654;3075;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10342;;;;;;;;;
Kaarina;0784-2465;;2017 - 2019;1985 - 2019;"8;57 %";115;3056;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-2465;;;;;;;;;
Viiskunta;fk17331;;2016 - 2019;1956 - 2019;"6;25 %";174;3044;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk17331;;;;;;;;;
Pohjois-Savo;fk14956;;1932 - 1934;1932 - 1941;"30;00 %";529;3035;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14956;;;;;;;;;
Virallinen Lehti;0357-2110;;1932 - 1949;1932 - 2019;"20;45 %";232;3032;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-2110;;;;;;;;;
Kyrkpressen;0356-1275;;2016 - 2019;1970 - 2019;"8;00 %";144;3024;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1275;;;;;;;;;
Kannaksen Lehti;fk10161;1928 - 1929;1930 - 1938;1928 - 1938;"100;00 %";746;3022;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10161;-;;paikallislehti;;1;-;-;;
Jurvan Sanomat;0782-6427;;2015 - 2019;1976 - 2019;"11;36 %";230;3020;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6427;;;;;;;;;
Suomenselän Sanomat;0780-0630;;2016 - 2019;1962 - 2019;"6;90 %";177;3020;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0780-0630;;;;;;;;;
Novaja Russkaja Zizn;fk14924;1919 - 1922;;1919 - 1922;"100;00 %";714;3006;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14924;-;;venäläisten emigranttien lehti;;1;-;-;;
Keski-Pohjalainen;fk10201;1906 - 1911;;1905 - 1911;"85;71 %";750;3004;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10201;nuorsuomalainen;1905 - 21.09.1907;;;1;ungfinsk;Young Finnish Party;;
Keski-Pohjalainen;fk10201;1906 - 1911;;1905 - 1911;"85;71 %";750;3004;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10201;maalaisliittolainen;24.09.1907 - 31.05.1908;;;1;agrarpartist;Agrarian party;;
Keski-Pohjalainen;fk10201;1906 - 1911;;1905 - 1911;"85;71 %";750;3004;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10201;nuorsuomalainen;01.06.1908 -;;;1;ungfinsk;Young Finnish Party;;
Laatokka;fk10252;1949 - 1951;;1949 - 1951;"100;00 %";725;2990;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10252;sitoutumaton;;karjalaisuuden asialle omistautunut;;1;obunden;independent;;
Kemi-Tornio kaupunkilehti;2242-6000;;2016 - 2019;2012 - 2019;"50;00 %";171;2976;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2242-6000;;;;;;;;;
TEJUKA;0782-582X;;2015 - 2019;1974 - 2019;"10;87 %";230;2956;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-582X;;;;;;;;;
Novyja Russkija Vesti;fk14936;1923 - 1926;;1923 - 1926;"100;00 %";743;2932;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14936;-;;venäläisten emigranttien lehti;;1;-;-;;
"Selänne : Haapajärvi; Kärsämäki; Pyhäjärvi; Reisjärvi";1798-5544;;2017 - 2019;2009 - 2019;"27;27 %";125;2932;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-5544;;;;;;;;;
Pohjois-Kymenlaakso;0780-8003;;2017 - 2019;1968 - 2019;"5;77 %";110;2928;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0780-8003;;;;;;;;;
Ajan Sana;fk10008;;1930 - 1932;1930 - 1932;"100;00 %";544;2901;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10008;Lapuan liikkeen äänenkannattaja;;;;1;organ för lapporörelsen;lapuan movement organ;;
Joroisten Lehti;0782-5994;;2015 - 2019;1948 - 2019;"6;94 %";221;2880;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5994;;;;;;;;;
Mikkelin Sanomat;1458-2457;1885 - 1893;;1885 - 1893;"100;00 %";714;2870;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2457;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Merikarvia-lehti;0359-9523;;2016 - 2019;1982 - 2019;"10;53 %";177;2864;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-9523;;;;;;;;;
Järviseudun Sanomat;1235-9963;;2016 - 2019;1962 - 2019;"6;90 %";150;2842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-9963;;;;;;;;;
Suomen Työmies;fk10487;1922 - 1923;;1922 - 1923;"100;00 %";468;2822;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10487;Suomen sosialistisen työväenpuolueen päälehti;;;;1;Finsk sosialistisk arbetarparti's huvudblad;Finnish Sosialistic Labour Party's main paper;;
Riihimäen Seudun Viikkouutiset;1459-5079;;2016 - 2018;2003 - 2019;"17;65 %";143;2820;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1459-5079;;;;;;;;;
Kainuun Suunta;fk10152;;1936 - 1939;1936 - 1939;"100;00 %";457;2819;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10152;IKL:läinen;;;;1;patriotisk folkrörelse;patriotic mass movement;;
